CustID,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0d47ee2d1af444219901c90e85e36f41,0,113,1,0,0.0,1,215.6,96,54.0,9.67,13.5
06030bed489c4e1da7251dcdf67f7007,0,78,1,0,0.0,3,137.4,109,44.0,11.88,14.0
301433c5272a42ee867699768f35f957,0,129,1,1,4.43,1,192.8,103,92.3,8.85,16.4
06b9040b2a47433295acb46eae4073e1,0,57,1,0,0.2,2,149.3,100,45.0,10.01,11.9
cabe4e2177434101ac712617ffbfa53d,0,82,1,0,0.0,1,143.7,116,39.0,8.54,7.8
7887f3a80a05432d9bca8908c86096e0,0,64,1,0,0.0,1,224.8,111,55.0,9.5,9.2
9e69d5899ff941f680a0c8c7ee3b9244,0,86,1,1,3.43,2,261.2,122,97.3,10.71,12.7
4fa887fd67974efe8005548887d5b38d,0,151,1,1,3.62,0,196.5,98,85.2,8.79,13.4
38d53e7a26cb4f5d96108ac0a86f75bb,1,94,1,0,0.0,3,271.2,105,64.0,10.13,11.5
6ae603e364bb4edc8bc3fc17e425bb42,0,90,1,0,0.0,2,207.2,121,61.0,14.63,8.0
6cb2b75b670c442fa209d3ffbd1dca25,0,48,1,0,0.0,2,300.4,94,63.0,6.66,7.2
25fcd919c28c4b06bba2d8e6fb063f84,0,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5
e46730e7cee64e1cbac5f60671f84824,0,93,0,1,3.27,1,187.5,110,79.7,8.49,12.1
ba6043d57fde4f5fbbb5bb8b50cf78d8,0,169,0,0,0.0,3,57.1,98,27.0,9.99,6.5
f557e9926ba243a6bfe55eabd49c128c,1,68,1,0,0.0,5,162.1,86,41.0,7.75,11.0
6f2535b8eb63451ea406e4926167a8cf,1,91,0,0,0.0,2,145.0,89,40.0,8.79,16.7
e52902e2e237496791302f8ea7406869,0,68,1,0,0.0,1,159.5,123,48.0,12.04,11.4
fed39b36c255455abea09cd582c13177,0,101,1,0,0.0,1,190.7,72,51.0,10.43,8.8
5e12049c8bed4cb9a9e862360e9089df,0,67,1,1,2.54,1,230.6,40,81.4,9.46,9.4
b24940e5a4814fcaa007e7dcc48032c9,0,66,1,0,0.0,0,34.0,133,30.0,13.93,11.5
2ef2246abe55441398e85db8537cebda,0,116,1,1,3.08,5,193.4,112,84.8,12.03,11.4
0508852394d645c2b865b01ee8c60916,0,158,1,0,0.0,1,202.0,126,49.0,8.18,10.4
aebafd1b2dc64fff9da26b6441cc36f1,0,78,1,0,0.0,1,191.7,122,54.0,12.07,9.1
c1e19e09e3d4481aa0b4b311dbc294de,0,119,1,1,1.78,1,161.3,97,66.8,12.52,6.6
a80ae4e6324546cb90eb1d9c1cd38817,0,120,1,0,0.3,1,150.6,85,39.0,5.95,6.4
db91abcc030947b58f7bdd7fd52d123c,0,155,1,0,0.34,1,184.6,102,52.4,9.8,7.8
693799bbc0b144a1911e6772ca9bec1a,0,106,1,0,0.0,1,220.7,120,61.0,13.51,8.7
ddd300958aeb4c039e68256e62ca95bf,0,87,0,0,0.0,1,167.3,119,46.0,9.93,11.0
2bc3f85cb169436186e6880eb8ae3c21,0,146,1,1,2.21,3,154.0,80,64.1,9.28,8.2
d879e5d5dcf64895a551103a5add81fc,0,101,1,1,2.73,0,121.1,116,64.3,9.32,10.1
2aad08db77e74e09947f0737ea8355ef,0,22,1,1,3.43,3,182.1,94,79.3,8.23,12.7
bc75731c2e884b0aa0782c17b701b905,0,90,1,0,0.0,2,109.6,88,31.0,6.88,11.0
cf2f04d5dd7e49b4b705cc991ef1fd4e,0,41,1,0,0.34,1,209.9,105,50.4,6.1,9.6
d8f2919572924cac862189e7e9ea3219,0,69,1,0,0.0,2,167.5,76,50.0,12.11,11.4
0c29a7fbca734496b548dcd8714f7c65,0,33,1,0,0.0,2,213.9,88,57.0,11.99,9.8
df9707f736724b42a987ee76be70ce4f,0,112,1,0,0.0,1,115.8,108,41.0,12.17,13.1
45797e5b3e9045338e52e65759e2fd18,0,108,1,1,2.65,2,276.6,99,92.5,11.01,9.8
e469af683ef640b7b13b33aadef67fb7,0,136,1,1,2.57,2,179.4,88,71.7,9.06,9.5
9ede6f9f164c47adb4d30000e949e512,0,128,1,0,0.0,1,187.3,84,55.0,13.54,10.1
9432a617ffd34caf8ef364b101dd9248,0,27,1,0,0.0,2,201.2,128,54.0,11.36,8.4
1ae54dd1dfb042dca45d74c010dd3f70,0,161,0,0,0.0,1,189.6,78,55.0,13.37,1.3
2b503934438647ac9651a000ea84229e,0,33,1,1,4.05,0,186.8,124,94.5,13.05,15.0
3a702fc862674addb0c06e9df0700772,0,120,1,1,3.08,0,153.5,83,75.8,10.96,11.4
f6fb9e9291754764834cb1313dc63794,0,113,1,0,0.0,2,187.6,97,50.0,10.41,8.7
1d661ab2f98148238965176ae5d11af2,1,122,0,0,0.0,0,230.9,132,60.0,12.16,11.0
f0b1b688e1aa42c2b60456754cb08af7,0,148,1,1,4.1,2,244.9,150,93.0,5.9,15.2
1f0ab2ab57054703ab86ffb6566196dd,0,74,1,0,0.0,3,230.9,93,59.0,11.15,9.7
96a2a59a78414eb58e3cb7f209259feb,0,106,1,0,0.26,1,187.1,104,56.6,12.51,11.0
79eedabd8f724120986ac7d4f3c234cc,0,179,1,0,0.0,1,170.7,54,46.0,9.56,13.3
9a29e28b498e4f6d9e6edbe669898616,1,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8
22a893fdbe384ecd8c5d7fa5991d9fa0,0,77,1,0,0.0,0,189.5,112,50.0,10.35,9.2
d76a46e2a1fa473b81864151764beae5,1,127,0,0,0.0,1,176.9,110,45.0,8.4,7.7
fe1934694b784124bd98c272a0229bd2,0,80,1,0,0.0,1,161.1,99,45.0,9.94,10.6
09c58100c4de4230a2b3a75fcc55d75a,0,106,1,0,0.0,1,169.4,107,46.0,9.86,10.7
6373fe0771b54701b2ad9d7939b3da67,0,61,1,1,2.84,0,254.4,133,85.4,8.09,10.5
11d8f9d4d48d48f5bb205900135af2c8,0,135,0,1,1.57,2,127.7,54,55.7,10.75,5.8
299c9d0c26f34db490dd380b74e13fd4,0,115,1,1,3.67,6,170.5,107,84.7,10.86,13.6
57efa6041a814709a0ace294b51b65ae,0,167,0,0,0.0,2,219.1,100,58.0,12.15,10.1
bd47aed627fd4604bb453c41772658d1,0,107,0,0,0.0,2,273.5,104,63.0,9.19,11.0
0e72f33c12d24a768a49666a010e4608,0,112,0,0,0.0,1,161.9,138,45.0,10.05,10.7
aeccce9c25cc40a0af78916a5473b1d7,0,35,1,1,2.54,1,241.7,87,79.4,7.1,9.4
c690cae3912c4028b0779e1024ddc969,0,103,0,0,0.38,3,62.8,124,29.8,8.52,9.4
4df1936b6759493c844d97d8edc109f5,0,107,1,1,3.02,1,281.1,83,90.2,7.19,11.2
479fb8dc3a65405999bda0af9f034a5d,0,69,1,0,0.0,3,228.2,70,62.0,13.19,10.7
8ebf69c86d9246749ddfdac959749128,0,85,1,0,0.0,0,209.8,82,53.0,9.73,11.3
e3e899930d3144aba5cbef8a8a4bb52a,1,24,1,0,0.0,2,265.6,86,63.0,10.44,11.1
1ac97468b085456baecc3b3f6b09e5b6,0,90,1,0,0.0,2,214.9,97,47.0,5.89,11.8
0ad2278ab10840ec9d34b1a952c347b9,0,137,1,0,0.0,3,110.5,79,38.0,11.16,10.5
043df80fda9b4848aa48cf42b383c4a6,0,92,0,1,2.03,0,281.1,88,85.3,9.9,7.5
758a7abb07004f4dbf5592e2a340ceda,0,38,1,0,0.0,2,137.8,86,48.0,14.32,14.1
568e85b627624b5fab423e1af92d4c3b,1,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2
7676a3cd033043b18efd706d9881284a,0,45,1,0,0.0,2,112.8,108,38.0,10.94,9.0
65370d0d2f06458692e2488a29c0025d,0,73,1,0,0.0,1,187.3,118,53.0,11.99,15.1
e884733ccb874768869cf548faa283dc,0,92,1,0,0.0,1,197.0,84,57.0,13.47,10.8
548a71188f4248979cc28ed24e7a5660,0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4
62550af7470a4b979af7a1a90d2ee8aa,1,68,0,0,0.0,1,148.5,126,44.0,10.97,14.5
c6654ac9cbcb41beba6591ce7cc81bc4,0,135,1,1,3.94,2,197.1,113,95.4,12.97,14.6
252d33cb386b471abc88d375ca7906ac,0,100,1,1,4.29,1,153.7,115,80.9,6.89,15.9
d70978da5e614666bfd0a51175bbc396,0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3
e358689269a34a6b9909a3d8f1c8d0f7,0,108,1,0,0.0,1,246.2,102,60.0,10.12,9.4
b2ae68c783a14f7ebbef1143caab6364,0,84,1,0,0.0,0,191.0,88,60.0,15.94,6.5
6d9ec65b839749be8e5eb8d6b338996d,0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6
81b8046845124624bf2b744ef7867972,0,72,1,0,0.0,0,253.0,73,62.0,10.97,9.8
27287333111043d58a968a6a36210423,0,83,1,0,0.0,0,202.3,87,52.0,10.08,6.8
551c94cca15d4f28b3a21764938d8a96,0,137,1,0,0.0,0,174.4,120,43.0,7.82,10.2
4320d4ed448642bd838c8a5299bf3719,0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1
7ddded8aefe24b669111a0b163469ba4,0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3
d03dd5900528408c97f72e7d8cda36e4,0,171,1,1,1.57,1,186.9,94,68.7,12.0,5.8
ca93050b380b43aa935d7231e1ccf8e9,0,123,1,0,0.0,1,194.0,118,54.0,12.1,12.1
b63dcc0bf3da4692b90f0c378e3737e2,0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9
c542e38b61074bae90a08b4b70b094da,0,156,1,0,0.0,1,123.7,96,30.0,5.15,13.1
220de680445345d682f9ac66844303dd,0,166,1,0,0.0,0,173.9,103,54.0,13.82,15.3
885537e89b4c4a12a67ccdfec519fdd1,0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4
899af14711804db0b45d2a0590123fa1,1,75,1,0,0.0,2,314.6,102,68.0,8.49,5.7
245d638d0e7247bbb0592e33be5b6710,0,83,1,0,0.0,1,227.9,78,57.0,10.38,12.1
013c14229c7e476e865c73fd5ca8a01b,0,243,1,0,0.0,2,95.5,92,31.0,8.19,6.6
660d0c8d60cf48bcb2cf5d730a210bbe,0,153,1,0,0.0,1,185.3,127,50.0,10.4,15.1
72d032d667694ba2aadcd31c77d09f67,0,150,1,0,0.26,1,146.3,133,45.6,10.14,13.1
2316918a28874706b7fd26448b90ca5b,0,92,1,1,3.43,2,184.0,99,72.3,3.82,12.7
a182a4cc7c6248b3b9f5a1d22077f983,0,80,1,0,0.0,0,105.8,110,22.0,2.2,13.1
d11b40be47c24dbf995cb77a0288167f,0,134,1,0,0.31,1,178.0,110,47.1,7.69,11.7
48d3344a01304e58aef219e484407bac,0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1
e635bb28018d4bd3892be9462b997490,0,147,1,0,0.0,2,209.4,104,47.0,6.63,11.3
c84555c663de4830a4d4f73536c93e36,0,74,1,0,0.0,1,172.1,105,48.0,10.59,11.6
e019c29adc4441d685cf8cf20461f70e,0,138,0,0,0.0,1,169.3,82,48.0,10.9,9.4
ae142ee1e619473ab23ab8d4e6f58c68,0,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2
26ab3122476d4a6eb280b7e3f8ff0897,0,64,1,0,0.0,2,194.2,147,48.0,8.67,5.5
b9069dbff1b04196b1c198b19f9f6fe9,0,120,1,0,0.0,2,198.8,56,54.0,11.51,9.9
78326747597044929eadb9195d005a8f,1,121,0,0,0.0,3,167.7,94,37.0,4.69,13.4
5494b50be87242f6b2cf2cc8bf4fad63,0,88,1,0,0.0,2,202.2,86,53.0,10.84,11.8
0f4d4060b9e449ca89ec0c8b94db4138,1,87,1,0,0.0,2,322.5,106,73.0,10.23,9.4
38596edaebb44b5cb0cfbdbe5e3f40f8,0,100,1,0,0.3,0,216.2,107,59.0,10.78,10.2
066be623799141be834984b20a136a84,0,104,1,0,0.0,3,76.4,116,23.0,5.78,9.4
1700f84dde6b4f249688bf4de54b6344,0,27,1,0,0.0,1,72.7,75,31.0,10.43,9.9
966c9996cc8f4d2e9a2318f2ae86bf4c,0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7
f75924eda8e244efbef2468f6f077750,0,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1
2a7cd72364e84d7db6459d828adb4ded,0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9
60f0ee088a284c70aef068639f212f17,0,88,1,1,4.35,1,219.5,78,100.5,11.11,16.1
cee81febaeab4dd98142d1b426b6a43a,0,111,1,0,0.0,3,99.3,112,40.0,13.53,9.0
16ae5248dc3042558d564bd3e9783d47,0,77,1,0,0.0,5,239.2,114,54.0,7.5,10.3
d0978226d70442e7af8e151216e8fb2e,0,67,0,0,0.0,2,120.9,58,41.0,11.75,11.4
734d5082c2774374b1c12f8a2006424c,0,102,1,0,0.0,1,224.7,81,50.0,6.47,15.8
03d235ca082545d3b4f3f87afeae1fd5,0,146,1,1,3.94,1,176.6,88,83.4,8.14,14.6
60e9571e583d424798fdc40fbd7f4a59,0,144,1,1,2.7,1,283.9,98,92.0,9.6,10.0
55202bbe620242a4bba483b17fb0d419,1,96,1,0,0.0,1,180.6,92,47.0,9.55,10.3
5bc465ffa771400eabd11619c9d75f9a,0,70,1,1,2.78,1,125.9,101,66.8,9.82,10.3
ca118d49a896473298e4d0cdbdf91eee,0,149,1,0,0.0,0,237.6,79,57.0,9.62,9.1
470920c1f14c40d99369f526c44fb222,0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2
b9fe51f473604cc5b1b676dcf1ad4bca,0,166,1,0,0.0,0,274.3,110,52.0,2.65,10.9
edae0d497ef0468db87c798e92b71da6,1,136,0,0,0.0,3,199.6,89,52.0,10.57,11.0
f81bd1ab584c4c21a53e26e7fdeb2de7,0,149,1,0,0.0,3,217.7,91,61.0,13.68,9.6
55d415b285bb4fdbbf2580e90f9b3452,0,70,1,0,0.0,3,134.7,96,43.0,11.8,7.6
3c7251c743fb4868991762346bc7a899,0,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7
a322a118195247f9bb2b456e2404df3f,0,66,1,0,0.0,2,256.3,135,59.0,9.01,6.2
e6b49ade30194003aefc36ccdc8c8c78,0,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7
539cfcedfbe94157a5b88c9a45df0623,0,160,1,0,0.0,1,176.2,90,47.0,9.8,9.2
6ee52070a7c347a8b57a51754222a159,0,129,1,1,3.16,1,205.0,94,80.6,8.27,11.7
806c45faacb3410aa332c874c0b7446c,1,93,1,0,0.0,3,267.9,114,65.0,11.15,11.3
45d47e54e9644509bcb30391d1739867,0,169,1,0,0.0,2,179.2,111,46.0,8.76,9.9
7cf1fb7d193446e7804c595cf13fcbeb,0,58,1,0,0.0,1,149.4,145,43.0,9.83,14.9
765c98b9008b4814b4f2cecabcde3d41,0,75,1,1,3.54,3,163.6,132,76.4,7.34,13.1
a3e99ce45f694766ab6251d1669f4241,0,45,1,0,0.0,1,207.6,71,49.0,7.64,12.4
3c672d9a370b426caffd54672262d4ea,0,155,1,0,0.0,3,165.4,108,44.0,9.19,8.9
144ef5609c624a0aa2acbf1dcd2f292a,0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9
48f06204f49c419c98839ab5298a897c,0,119,1,1,3.0,0,220.1,128,91.0,13.41,11.1
35076814047e4490b847bda262be56ab,0,86,1,0,0.0,1,141.3,72,38.0,7.72,8.2
03ace79cb28f4d02a163b9fb195c5685,0,42,1,0,0.0,0,196.5,89,54.0,12.07,4.0
89d3cb59404444e68a50a0a7f9b42ca4,0,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4
750fbc4224754db3b318cfef4891f7a8,0,123,1,0,0.0,0,105.0,150,40.0,12.58,14.9
4f614e29954446459fd26c2a12ae05ed,1,98,1,0,0.0,4,271.4,119,63.0,9.52,11.1
2c19a24032834f43aae7219b8208977d,0,149,1,1,2.94,1,206.7,79,79.4,8.73,10.9
e01088f3e6e04effaf6f1cff8da306f4,0,160,1,0,0.18,1,166.8,109,50.8,11.8,9.3
7c24bf9c688b427da295f7cb33f1d70f,0,103,1,0,0.0,5,204.9,107,47.0,6.76,10.4
67a68806e12544fe93b9c68c722f6a07,0,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1
0a874e9c7f4f45b0a77691533b1e1459,0,137,1,0,0.0,1,127.0,107,50.0,16.16,7.5
bda1d7fabed348a999101705bc4f383e,0,129,0,0,0.0,1,267.4,78,63.0,10.21,5.9
5538a178a3f8464fb5c5d6223bf6ca8d,0,62,1,0,0.0,1,281.0,66,62.0,8.03,0.0
c913487d50f14fcaa0cb0b07e3d4ce7a,0,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8
24ecd6218cbf4e5a955fb5e97febb07c,0,32,1,0,0.0,1,171.2,82,45.0,9.28,10.2
384a7f25a68948c78a61b06376534670,0,86,1,0,0.0,3,124.1,82,39.0,10.13,6.7
4879491687dc4e1ba31f1af6ac4cddc6,0,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2
0055980bc77c4b939b1699c95c01fb96,0,42,1,0,0.0,1,146.3,84,47.0,12.8,8.0
07c2164a37be42fcaa24ae3bcf9b9bfa,0,73,1,0,0.0,2,254.8,85,56.0,7.17,15.0
1badd9bd48b0457db4ea436061476d3b,0,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4
11986671c1ec4ae5aea68f59695319dd,0,103,1,1,2.4,0,107.7,124,59.0,9.45,8.9
d4d4738b873949a4bb39da2edba3a1f6,0,128,1,0,0.0,1,158.8,75,50.0,13.24,7.6
482d40e58ddc4fd19bb1253b7d493d46,0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5
bb87d64674674be9ab49b0e41131b93d,0,103,1,0,0.0,0,198.5,112,38.0,2.13,12.4
22cdc7f4582a45a58e307e4a7accb898,0,124,1,0,0.0,0,178.4,72,51.0,11.68,12.0
1058e233166744e5ab39d7bd9f790871,0,87,1,0,0.0,1,110.9,91,33.0,7.93,6.2
67e404d16e1e4c2f8d3e89a340e602d6,1,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3
0340c30e58a64ca0a5e564d0af2932a0,0,167,0,0,0.0,2,244.8,91,47.0,3.04,10.7
2566c6a5bbc2448b8918fe5f5f3cc888,1,97,1,0,0.0,4,120.8,96,35.0,8.49,11.9
7fc49ba7eed24d32921f2dee17250bf9,0,106,1,0,0.25,2,165.3,118,48.5,10.5,8.5
33739f76f4a04f1395aedc1ab53852d9,0,125,1,0,0.0,2,126.7,113,35.0,7.78,14.4
ba2affafffd748a4802afc5ad5484add,0,108,1,1,4.19,0,215.9,106,95.9,10.03,15.5
45276b17d80e4a96b7038be7a81837a4,0,125,1,0,0.3,1,140.1,132,45.0,10.48,8.0
75dd94f405b743d097c1d30dd9dd8f4f,0,89,1,1,2.35,1,209.9,113,80.5,12.49,8.7
572cb3ef1cdb4a1f838c9bc3c524aca5,0,72,0,1,1.49,0,139.8,114,50.9,6.91,5.5
a6e017127a6e451fa69dfc1da7622052,1,23,1,0,0.0,2,321.6,107,77.0,12.58,11.3
d45db871c84a4638b31461a36e94711d,0,149,1,0,0.0,7,166.6,61,47.0,10.94,8.2
705a1b14e18746b38a63a8602e404d34,0,73,1,0,0.0,0,214.2,90,54.0,9.84,5.9
05a25d2051984f349648b41d6962400f,1,61,1,0,0.0,1,260.0,123,63.0,10.53,9.0
0c2c3599620b43a68c3795c3eb99b9cd,1,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4
9764e66cf10d448bb16aabebc10c8020,0,73,1,0,0.0,0,213.0,95,53.0,9.44,13.5
c70012aef1d8403b8fc3c16c161997d2,0,118,1,1,4.56,1,118.1,83,75.6,5.48,16.9
c7669830eb43432686abc692ee8f788e,0,23,1,0,0.0,6,190.2,89,47.0,8.32,15.0
2732ee2e79de4b6d8c7dd3e6702127f8,0,127,1,1,1.38,0,82.2,95,41.8,8.17,5.1
14ade7401c7b487ba426e67652a22e37,0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1
0f45e774ffae4f12815d85b1aa52906e,1,118,1,0,0.0,5,267.8,145,73.0,15.82,14.4
f0f92288e7c04b389a38bab52e18e3b8,0,45,1,0,0.0,2,159.8,91,38.0,6.02,10.6
73cd721494084c9c8ddb7783c8b71e3f,0,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6
ac29cb0c5e1543d8b7747dc32d9c2fa6,1,179,1,0,0.0,0,287.3,123,74.0,14.4,10.5
12530f94ffd245bf9066fbc909629876,0,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5
ac536a2e5aa34726b5942ecfc1941335,0,105,1,0,0.0,2,102.8,74,42.0,14.09,13.2
4e1592b4b7fe432c8cd9c0202800ec63,0,72,1,0,0.0,0,109.1,97,29.0,5.79,8.3
3a12eced90b34e96836777558c26c6ac,0,52,1,0,0.0,1,215.9,67,56.0,10.85,5.2
77c9ec0baea044c0aa7d6a51df4ffa30,0,125,1,0,0.0,1,203.4,110,46.0,6.44,11.0
8dfb648d88004530a04109d3d98e6c52,0,143,1,0,0.29,1,110.1,113,36.9,8.45,9.2
2296d733e0954ed6a69f98047f286217,0,65,1,0,0.0,1,111.0,51,38.0,10.99,4.4
07584c1bb03b44d9ae37c92e386f9b2f,0,80,1,0,0.0,1,239.9,121,53.0,7.12,9.3
b0066ab8c6134d7e91b3415daf1f3932,0,1,1,0,0.0,1,144.8,107,35.0,5.63,13.8
b5189b1c17ee42afb79a186419802aca,0,60,1,0,0.0,1,135.4,134,41.0,10.3,7.9
43d198c453194df1b57cdeb81b1cf83c,0,43,1,0,0.0,1,84.2,134,22.0,4.04,10.8
faa14e37e0e24c8db0e6324c26bc819a,0,143,1,0,0.0,0,209.1,127,45.0,5.31,14.0
1e106ca0936b4720988119c3c3440552,0,81,1,1,3.08,0,130.1,117,69.8,9.8,11.4
5c17fccff0b549ee82b67e229d9af304,0,205,1,1,2.11,2,175.8,139,65.1,7.75,7.8
4247054069144b0d9dd08b1df7e247a5,0,24,1,0,0.0,1,241.9,104,54.0,7.26,6.6
bb554cf7d3e343d995ca9e0056f79082,0,74,1,0,0.0,0,136.7,106,43.0,11.43,9.8
35e042a6d6ec44798a9392d1b0214c5c,0,77,1,0,0.0,1,67.7,68,29.0,9.79,12.0
f8bc2ab734554b23b61c3506b3258f42,0,74,1,0,0.0,1,200.4,87,61.0,15.46,10.0
9c5bfe4a6b804362a6ed167fe3254e89,1,74,0,0,0.0,1,125.8,103,40.0,10.39,14.1
aaaac06844a4452b8f53c2aceb64bc2c,0,200,1,0,0.0,1,128.2,87,34.0,6.66,11.2
fda8145a40e94101a495ae7a38885c0d,0,86,1,0,0.0,4,226.3,88,58.0,11.15,13.0
8cfc529606d64df1ac4f79bbcc4adf6a,0,91,1,1,2.48,0,162.3,107,72.8,11.7,9.2
621100c8a5be4870b077e817f3988ee9,0,76,1,0,0.0,2,224.4,121,51.0,7.4,6.7
0d1f0acf7de84e479f43d22b8e90d066,0,130,1,0,0.0,1,120.5,127,37.0,9.49,14.3
85d67712a73a42a89818dfc47e87e6e3,0,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9
dc9db144fea04e9f987c06b5237aea21,0,117,1,0,0.0,0,168.8,137,50.0,12.07,15.5
2cc01f1b4e91435fb5ab6106da227678,0,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5
8ec46f869a81412c8645e1700c7bddfc,0,126,1,0,0.0,0,226.2,88,51.0,7.02,6.4
5a206a5ba2984e449d020a4b4c73f7f4,0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6
e7f9857d90fd4b6da9c3dd4d40737d29,1,81,1,1,2.48,4,167.9,147,69.8,9.54,9.2
9e6f17850610454aa6aaa02908e78743,0,122,1,0,0.0,2,180.0,88,43.0,7.25,11.5
cb81610c4eb44dafbf8e9c5feeee497a,1,46,1,0,0.0,2,257.4,67,66.0,13.06,13.4
e962c55c40624b5384220806f615bfa0,0,150,1,1,2.97,1,174.4,75,74.7,8.5,11.0
905c5a1b0d904e4ea7155484eeaa04e0,0,99,1,0,0.0,1,159.7,83,41.0,7.77,8.4
ec94f4681eba46d8b1973037675e7d30,0,87,1,0,0.0,1,237.2,124,60.0,11.13,11.0
609f2b6af2bc4ead8e59ba59ed46479b,0,108,1,0,0.0,1,103.0,129,39.0,12.12,7.9
e609f10e4028420794ac252c8bcef027,0,101,1,0,0.0,4,153.8,89,47.0,11.7,11.6
185bae2eda41400e9b8795e45c04eaa5,0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7
a92e9c4b9f174f2d9e8e4783105694bd,0,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6
63c2357e80104da8b6793da4d6b924aa,0,158,1,0,0.0,2,155.9,123,46.0,11.21,8.6
3a3bece8ffae442baccd9ddacdc8ad34,0,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3
da0c0c73f56646e7b3f6bd18a4eb2446,0,77,1,1,1.92,2,209.7,73,71.2,9.18,7.1
9d94e119b3d94613b96ca901f9a9581a,0,144,0,0,0.27,0,150.0,69,52.7,14.3,9.4
064db75f43a54cc1aef293545a8453ff,0,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3
745be50a0336408aa8d2fe1a13f59a08,0,58,1,0,0.0,2,165.4,100,38.0,5.79,12.8
538dc5b38f0b447895e6ee19cd0a6e82,0,5,1,0,0.0,3,199.2,106,50.0,9.37,13.3
f0125dcc0736483e8d1bae75f1db1bdb,0,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2
67e10f2c437f42bab9c7ca8264750944,0,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7
c0fea72e2af74ba684fd07c5560c3278,0,142,1,1,2.92,1,154.0,75,70.2,8.29,10.8
d2c25194937e40169787b741aabeca7a,0,9,1,1,3.59,1,193.8,130,86.9,10.13,13.3
ba423e8a505a47f3a8ab676d28803443,0,73,1,0,0.0,0,175.4,130,51.0,12.41,12.2
2644f762cf05429c8a847dab766d832d,1,48,1,1,4.24,2,152.0,63,90.4,12.94,15.7
2aec46c08c8c4fb7968504e50b09dd4f,0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2
3e43f6fd53c64caf8e0db8808550204f,1,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5
779a2fadb8fb47abb992863dc8b28eca,0,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8
f1a9f9c319ca40fa98521177b2e4d6f2,0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5
907e41c493f643cf9aef12009c857fee,0,59,1,0,0.28,3,160.9,95,51.8,12.56,5.0
b241660dee8a4a83944e61bc9c468c51,0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8
e185a81ee9234c73b3ffaeec994c0008,0,137,1,0,0.26,0,144.0,90,42.6,9.08,12.3
40481f6d688d460e9f7bf77d7763317c,0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5
902546d6ea224eab8c67f47273a782c3,1,129,1,0,0.0,0,334.3,118,74.0,9.61,10.4
3370a049d78f4b8c88ff8218724525da,0,104,1,0,0.0,0,130.5,77,34.0,6.56,13.0
90c44e11134d489cb4b570692383ce45,1,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8
4400acb3bae54ba9ae7bc053d423ffcf,1,63,1,0,0.0,4,278.0,102,70.0,13.32,13.1
6661892560bb470abd8addd482f0f0fc,0,161,1,0,0.0,0,105.4,70,37.0,10.74,7.8
b85477e4c1104a9598fe24a2d8a4d0af,0,50,1,0,0.0,3,188.9,94,50.0,10.2,11.6
